783	8043492	3	3
784	8043524	201	105
785	8044842	119	77
786	8045621	124	58
787	8046396	582	366
788	8050053	2345	548
789	8062478	291	169
790	8064316	622	247
791	8068067	1734	440
792	8077985	717	304
793	8082200	619	97
794	8085780	1396	557
795	8094257	98	45
796	8094910	207	114
797	8096278	36	29
798	8096546	10143	1311
799	8147406	1094	334
800	8153740	3463	676
801	8173330	3319	1118
802	8192474	1952	746
803	8204099	128	68
804	8204974	68	38
805	8205446	85	38
806	8206004	1517	477
807	8214269	269	91
808	8215962	6	6
809	8216017	116	45
810	8216764	26	19
811	8216965	139	67
812	8217913	28	28
813	8218138	204	105
814	8219462	402	218
815	8222115	1572	644
816	8231404	2	2
817	8231426	3539	785
818	8250312	1392	570
819	8258756	1	1
820	8258768	282	197
821	8260676	2760	542
822	8274531	53	52
823	8274940	137	71
824	8275877	1523	476
825	8283868	419	267
826	8286683	15214	464
827	8352527	1386	613
828	8360711	27	21
829	8360914	4	4
830	8360954	1216	420
831	8368068	1015	411
832	8374373	6606	1320
833	8410425	4071	1044
834	8434182	2397	755
835	8448234	1375	560
836	8456643	1376	436
837	8464799	1053	397
838	8470963	321	205
839	8473106	456	178
840	8475774	41	21
841	8476048	1077	408
842	8482559	730	358
843	8487223	66	44
844	8487677	681	252
845	8491610	129	60
846	8492456	389	208
847	8494933	3129	863
848	8512740	288	177
849	8514607	162	116
850	8515684	123	24
851	8516346	654	325
852	8520408	395	201
853	8522994	1678	687
854	8533476	81	64
855	8534025	30	21
856	8534249	161	74
857	8535313	213	152
858	8536782	116	48
859	8537469	6211	1305
860	8571089	8236	625
861	8611373	1	1
862	8611385	1	1
863	8611397	251	122
864	8613015	1247	703
865	8620678	48	31
866	8621016	2953	786
867	8638064	1118	166
868	8644095	19	12
869	8644231	202	140
870	8645569	127	36
871	8646336	211	83
872	8647564	289	188
873	8649473	331	153
874	8651518	560	231
875	8655063	420	178
876	8657790	472	248
877	8660726	271	103
878	8662305	176	102
879	8663511	342	79
880	8665641	6012	1237
881	8698833	1273	527
882	8706761	122	69
883	8707587	56	45
884	8707971	1213	386
885	8715301	11703	798
886	8769601	778	224
887	8773811	383	201
888	8776253	446	205
889	8779173	253	193
890	8780893	22	19
891	8781072	13572	520
892	8848937	867	366
893	8854339	357	217
894	8856633	20	14
895	8856776	56	23
896	8857141	7	6
897	8857201	90	53
898	8857832	36	23
899	8858095	196	98
900	8859262	6	6
901	8859316	23	23
902	8859491	1599	646
903	8868971	269	212
904	8870748	24	24
905	8870932	7982	1275
906	8913474	1193	687
907	8920288	4892	902
908	8946631	5615	979
909	8975892	44	29
910	8976200	51	29
911	8976571	815	217
912	8981552	842	257
913	8986460	534	310
914	8989700	354	248
915	8991983	115	68
916	8992745	178	87
917	8993869	1615	159
918	9003018	4073	1087
919	9026216	1056	369
920	9032184	1927	593
921	9043157	2958	953
922	9059976	1804	687
923	9070224	1423	630
924	9078568	1036	452
925	9084815	213	106
926	9086154	146	109
927	9087168	974	416
928	9092860	195	138
929	9094236	2	1
930	9094254	3150	776
931	9110735	793	411
932	9115604	12	9
933	9115691	66	35
934	9116137	144	83
935	9117073	1124	244
936	9122564	27	16
937	9122750	85	63
938	9123341	9	8
939	9123417	390	121
940	9125648	17	13
941	9125769	186	67
942	9126900	184	87
943	9128022	13	7
944	9128118	1655	847
945	9137783	934	439
946	9143702	40	21
947	9143970	64	44
948	9144419	159	78
949	9145440	74	47
950	9145912	1274	470
951	9153205	2264	820
952	9166083	54	41
953	9166478	210	178
954	9167855	17	11
955	9167988	10	4
956	9168059	91	72
957	9168642	1	1
958	9168654	66	27
959	9169060	2346	439
960	9180596	364	162
961	9182784	465	160
962	9185488	1	1
963	9185500	511	216
964	9188734	1	1
